class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
comestible,campana,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,hundida,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,urbano
comestible,plana,escamosa,marrón,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,senderos
comestible,convexa,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,gramíneas
comestible,convexa,fibrosa,gris,ninguna,ninguno,libre,apretado,ancho,negro,afinándose,igual,fibrosa,fibrosa,blanco,blanco,parcial,blanco,uno,efímero,negro,dispersa,gramíneas
comestible,plana,fibrosa,blanco,ninguna,ninguno,libre,apretado,ancho,negro,afinándose,igual,lisa,fibrosa,blanco,blanco,parcial,blanco,uno,efímero,marrón,abundante,gramíneas
comestible,convexa,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
comestible,campana,lisa,amarillo,magulladuras,anís,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,gramíneas
comestible,campana,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,convexa,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,convexa,lisa,marrón,ninguna,ninguno,libre,apretado,ancho,rosa,afinándose,igual,fibrosa,lisa,blanco,blanco,parcial,blanco,uno,efímero,marrón,abundante,gramíneas
comestible,convexa,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,hundida,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,convexa,lisa,blanco,magulladuras,almendra,libre,apretado,angosto,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,púrpura,varias,bosques
comestible,convexa,escamosa,marrón,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,campana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,convexa,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,campana,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,praderas
comestible,campana,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,campana,lisa,amarillo,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,praderas
comestible,campana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,gramíneas
comestible,convexa,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,urbano
comestible,plana,escamosa,marrón,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,gramíneas
comestible,convexa,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,plana,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,senderos
comestible,campana,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,campana,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,praderas
comestible,convexa,escamosa,marrón,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,gramíneas
comestible,campana,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,gris,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,urbano
comestible,campana,lisa,amarillo,magulladuras,anís,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,convexa,fibrosa,amarillo,magulladuras,anís,libre,apretado,angosto,marrón,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,púrpura,varias,bosques
comestible,campana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,plana,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,rosa,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,campana,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,campana,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,campana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,convexa,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
comestible,campana,lisa,amarillo,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
venenoso,convexa,escamosa,blanco,magulladuras,picante,libre,cercano,angosto,rosa,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,urbano
comestible,hundida,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,gris,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,urbano
comestible,plana,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,gris,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,convexa,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,praderas
comestible,plana,escamosa,marrón,magulladuras,almendra,libre,cercano,ancho,rosa,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,senderos
venenoso,convexa,escamosa,blanco,magulladuras,picante,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,praderas
comestible,plana,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,rosa,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,campana,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,convexa,escamosa,marrón,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,senderos
comestible,convexa,fibrosa,blanco,ninguna,ninguno,libre,apretado,ancho,rosa,afinándose,igual,lisa,fibrosa,blanco,blanco,parcial,blanco,uno,efímero,negro,dispersa,gramíneas
comestible,convexa,lisa,blanco,magulladuras,anís,libre,apretado,angosto,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,praderas
comestible,plana,lisa,amarillo,magulladuras,almendra,libre,apretado,angosto,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,convexa,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
comestible,plana,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,gris,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,urbano
comestible,campana,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,lisa,blanco,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
comestible,convexa,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,praderas
comestible,plana,lisa,blanco,magulladuras,almendra,libre,apretado,angosto,marrón,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,convexa,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,gramíneas
comestible,convexa,fibrosa,blanco,ninguna,ninguno,libre,apretado,ancho,chocolate,afinándose,igual,fibrosa,lisa,blanco,blanco,parcial,blanco,uno,efímero,negro,dispersa,gramíneas
comestible,plana,escamosa,marrón,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,senderos
venenoso,convexa,lisa,blanco,magulladuras,picante,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,urbano
comestible,campana,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,campana,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,praderas
comestible,campana,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,campana,escamosa,blanco,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,gramíneas
comestible,convexa,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,convexa,fibrosa,amarillo,magulladuras,almendra,libre,apretado,angosto,marrón,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,convexa,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,marrón,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,urbano
comestible,plana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,convexa,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,hundida,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,rosa,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,urbano
comestible,convexa,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
venenoso,convexa,lisa,blanco,magulladuras,picante,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,plana,fibrosa,blanco,magulladuras,almendra,libre,apretado,angosto,rosa,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,convexa,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,numerosa,praderas
comestible,campana,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,convexa,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,gris,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
venenoso,convexa,escamosa,marrón,magulladuras,picante,libre,cercano,angosto,rosa,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,campana,lisa,amarillo,magulladuras,almendra,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,convexa,fibrosa,gris,ninguna,ninguno,libre,cercano,angosto,marrón,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,urbano
venenoso,convexa,escamosa,blanco,magulladuras,picante,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,urbano
comestible,convexa,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,senderos
comestible,plana,fibrosa,marrón,ninguna,ninguno,libre,cercano,angosto,negro,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,campana,lisa,blanco,magulladuras,anís,libre,cercano,ancho,negro,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,gramíneas
comestible,convexa,fibrosa,blanco,magulladuras,anís,libre,apretado,angosto,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,convexa,escamosa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,campana,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
comestible,convexa,escamosa,amarillo,magulladuras,anís,libre,cercano,ancho,marrón,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,plana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,rosa,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,senderos
comestible,plana,escamosa,amarillo,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,enraizado,lisa,escamosa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,senderos
comestible,convexa,lisa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,gramíneas
comestible,convexa,lisa,blanco,magulladuras,almendra,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,numerosa,praderas
venenoso,convexa,lisa,blanco,magulladuras,picante,libre,cercano,angosto,marrón,ensanchándose,igual,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,urbano
comestible,plana,fibrosa,blanco,magulladuras,almendra,libre,apretado,angosto,rosa,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,púrpura,varias,bosques
comestible,convexa,lisa,blanco,magulladuras,anís,libre,cercano,ancho,blanco,ensanchándose,cúpula,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,dispersa,gramíneas
